Product Handle,Image Position,Source Local Path,Original Filename,Public Folder Path,Public Filename,Public URL,Copied Yes/No,Approved Source,Notes
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,2,luxemia_supplier_CLEANED_IMAGES/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events,3,luxemia_supplier_CLEANED_IMAGES/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,Yes,cleaned_image_audit approved,
luxemia-green-stone-skirt-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-green-stone-skirt-set-for-festive-events-image-1.jpg,luxemia-green-stone-skirt-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-green-stone-skirt-set-for-festive-events-image-1.jpg,luxemia-green-stone-skirt-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-stone-skirt-set-for-festive-events-image-1.jpg,Yes,existing safe approved image row,
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings,1,luxemia_supplier_CLEANED_IMAGES/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings,1,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings,2,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-skirt-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia-black-mirror-skirt-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia-black-mirror-skirt-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-skirt-set-for-festive-events-image-1.jpg,Yes,existing safe approved image row,
luxemia-bottle-green-moti-cape-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-bottle-green-moti-cape-set-for-festive-events,2,luxemia_supplier_CLEANED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events,2,luxemia_supplier_CLEANED_IMAGES/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings,1,luxemia_supplier_CLEANED_IMAGES/luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,existing safe approved image row,
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions,1,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions,2,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions,3,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings,1,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings,2,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings,3,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings,4,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,cleaned_image_audit approved,
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings,5,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,Yes,existing safe approved image row,
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings,6,luxemia_supplier_CLEANED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-6.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-6.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-6.jpg,luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-6.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-6.jpg,Yes,existing safe approved image row,
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions,1,luxemia_supplier_CLEANED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,Yes,existing safe approved image row,
luxemia-cream-beaded-sharara-suit-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,Yes,cleaned_image_audit approved,
luxemia-green-mirror-palazzo-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-green-mirror-palazzo-set-for-festive-events,2,luxemia_supplier_CLEANED_IMAGES/luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings,1,luxemia_supplier_CLEANED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings,2,luxemia_supplier_CLEANED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings,3,luxemia_supplier_CLEANED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,existing safe approved image row,
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings,4,luxemia_supplier_CLEANED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,Yes,existing safe approved image row,
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events,2,luxemia_supplier_CLEANED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events,3,luxemia_supplier_CLEANED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events,4,luxemia_supplier_CLEANED_IMAGES/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,Yes,cleaned_image_audit approved,
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings,1,luxemia_supplier_CLEANED_IMAGES/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,existing safe approved image row,
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings,2,luxemia_supplier_CLEANED_IMAGES/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,existing safe approved image row,
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings,3,luxemia_supplier_CLEANED_IMAGES/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings,4,luxemia_supplier_CLEANED_IMAGES/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,cleaned_image_audit approved,
luxemia-rani-blue-moti-sharara-suit-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-1.jpg,luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-1.jpg,luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-1.jpg,Yes,existing safe approved image row,
luxemia-champagne-mirror-cape-set-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
luxemia-champagne-mirror-cape-set-for-festive-events,2,luxemia_supplier_CLEANED_IMAGES/luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,Yes,cleaned_image_audit approved,
luxemia-champagne-mirror-cape-set-for-festive-events,3,luxemia_supplier_CLEANED_IMAGES/luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,Yes,cleaned_image_audit approved,
luxemia-purple-grey-mirror-anarkali-suit-for-festive-events,1,luxemia_supplier_CLEANED_IMAGES/luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,luxemiashop-checkout/public/catalog-clean/lapink-new-arrivals/luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,Yes,cleaned_image_audit approved,
