Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost,Included / International,Price / International,Compare At Price / International,Status
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Multi Color,,L,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Multi Color,,XL,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Multi Color,,XXL,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,Crepe Silk Multi Color Party Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"crepe-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, multi-color, palazzo-suit, party-wear, salwar-kameez, salwar-suit",TRUE,Color,Multi Color,Size,Free Size,,,,,shopify,10,deny,manual,93.99,134.41,TRUE,TRUE,,,,,FALSE,Crepe Silk Multi Color Party Wear Embroidery Work Readyma...,Shop this Multi Color Crepe Silk salwar kameez for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,,,,,,,,,Multi Color,,XS,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,,,,,,,,,Multi Color,,S,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,,,,,,,,,Multi Color,,M,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,,,,,,,,,Multi Color,,L,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,,,,,,,,,Multi Color,,XL,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-2,,,,,,,,,Multi Color,,XXL,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,Crepe Silk Multi Color Party Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"crepe-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, multi-color, palazzo-suit, party-wear, salwar-kameez, salwar-suit",TRUE,Color,Multi Color,Size,Free Size,,,,,shopify,10,deny,manual,93.99,134.41,TRUE,TRUE,,,,,FALSE,Crepe Silk Multi Color Party Wear Embroidery Work Readyma...,Shop this Multi Color Crepe Silk salwar kameez for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,,,,,,,,,Multi Color,,XS,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,,,,,,,,,Multi Color,,S,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,,,,,,,,,Multi Color,,M,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,,,,,,,,,Multi Color,,L,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,,,,,,,,,Multi Color,,XL,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
crepe-silk-multi-color-party-wear-embroidery-work-readymade-plazzo-suit-3,,,,,,,,,Multi Color,,XXL,,,,,shopify,5,deny,manual,93.99,134.41,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,Chinon Silk Wine Party Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, party-wear, salwar-kameez, salwar-suit, wine",TRUE,Color,Wine,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Chinon Silk Wine Party Wear Embroidery Work Readymade Pal...,Shop this Wine Chinon Silk salwar kameez for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-wine-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,Chinon Silk Lime Yellow Party Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, lime-yellow, luxemia, palazzo-suit, party-wear, salwar-kameez, salwar-suit",TRUE,Color,Yellow,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Chinon Silk Lime Yellow Party Wear Embroidery Work Readym...,Shop this Lime Yellow Chinon Silk salwar kameez for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Yellow,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Yellow,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Yellow,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Yellow,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Yellow,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-lime-yellow-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Yellow,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,Chinon Silk Rani Pink Party Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, party-wear, rani-pink, salwar-kameez, salwar-suit",TRUE,Color,Rani,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Chinon Silk Rani Pink Party Wear Embroidery Work Readymad...,Shop this Rani Pink Chinon Silk salwar kameez for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-rani-pink-party-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,Shimmer Silk Light Green Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, light-green, luxemia, palazzo-suit, salwar-kameez, salwar-suit, shimmer-silk",TRUE,Color,Light Green,Size,Free Size,,,,,shopify,10,deny,manual,122.99,175.88,TRUE,TRUE,,,,,FALSE,Shimmer Silk Light Green Festival Wear Embroidery Work Re...,Shop this Light Green Shimmer Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Light Green,,XS,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Light Green,,S,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Light Green,,M,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Light Green,,L,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Light Green,,XL,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-light-green-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Light Green,,XXL,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,Shimmer Silk Pink Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, pink, salwar-kameez, salwar-suit, shimmer-silk",TRUE,Color,Pink,Size,Free Size,,,,,shopify,10,deny,manual,122.99,175.88,TRUE,TRUE,,,,,FALSE,Shimmer Silk Pink Festival Wear Embroidery Work Readymade...,Shop this Pink Shimmer Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XS,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,S,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,M,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,L,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XL,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XXL,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,Shimmer Silk Turquoise Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, salwar-kameez, salwar-suit, shimmer-silk, turquoise",TRUE,Color,Turquoise,Size,Free Size,,,,,shopify,10,deny,manual,122.99,175.88,TRUE,TRUE,,,,,FALSE,Shimmer Silk Turquoise Festival Wear Embroidery Work Read...,Shop this Turquoise Shimmer Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Turquoise,,XS,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Turquoise,,S,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Turquoise,,M,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Turquoise,,L,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Turquoise,,XL,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
shimmer-silk-turquoise-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Turquoise,,XXL,,,,,shopify,5,deny,manual,122.99,175.88,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,Chinon Silk Orange Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, orange, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Orange,Size,Free Size,,,,,shopify,10,deny,manual,102.99,147.28,TRUE,TRUE,,,,,FALSE,Chinon Silk Orange Occasional Wear Embroidery Work Readym...,Shop this Orange Chinon Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Orange,,XS,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Orange,,S,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Orange,,M,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Orange,,L,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Orange,,XL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-orange-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Orange,,XXL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,Chinon Silk Navy Blue Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon-silk, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, navy-blue, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Navy,Size,Free Size,,,,,shopify,10,deny,manual,102.99,147.28,TRUE,TRUE,,,,,FALSE,Chinon Silk Navy Blue Occasional Wear Embroidery Work Rea...,Shop this Navy Blue Chinon Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XS,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,S,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,M,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,L,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XXL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,Fendy Silk Maroon Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, fendy-silk, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, maroon, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Maroon,Size,Free Size,,,,,shopify,10,deny,manual,123.99,177.31,TRUE,TRUE,,,,,FALSE,Fendy Silk Maroon Festival Wear Embroidery Work Readymade...,Shop this Maroon Fendy Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Maroon,,XS,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Maroon,,S,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Maroon,,M,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Maroon,,L,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Maroon,,XL,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-maroon-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Maroon,,XXL,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,Fendy Silk Black Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"black, embroidery-work, ethnic-suit, fendy-silk, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Black,Size,Free Size,,,,,shopify,10,deny,manual,123.99,177.31,TRUE,TRUE,,,,,FALSE,Fendy Silk Black Festival Wear Embroidery Work Readymade ...,Shop this Black Fendy Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Black,,XS,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Black,,S,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Black,,M,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Black,,L,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Black,,XL,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-black-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Black,,XXL,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,Fendy Silk Navy Blue Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, fendy-silk, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, navy-blue, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Navy,Size,Free Size,,,,,shopify,10,deny,manual,123.99,177.31,TRUE,TRUE,,,,,FALSE,Fendy Silk Navy Blue Festival Wear Embroidery Work Readym...,Shop this Navy Blue Fendy Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XS,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,S,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,M,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,L,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XL,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-navy-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XXL,,,,,shopify,5,deny,manual,123.99,177.31,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,Chinon Navy Blue Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, navy-blue, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Navy,Size,Free Size,,,,,shopify,10,deny,manual,102.99,147.28,TRUE,TRUE,,,,,FALSE,Chinon Navy Blue Occasional Wear Embroidery Work Readymad...,Shop this Navy Blue Chinon salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XS,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,S,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,M,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,L,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
