Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost,Included / International,Price / International,Compare At Price / International,Status
rani-pink-color-bids-embroidery-work-designer-lehenga-choli-bl1717,Rani Pink Embroidery Lehenga Choli — Luxe Embroidery for Couture & Gifting,,LuxeMia,,Lehenga Choli,"bridal-lehenga, free-shipping, indian-ethnic-wear, indian-lehenga, lehenga-choli, luxemia, rani-pink, wedding-lehenga",TRUE,Stitching,Unstitched,,,,,LUX-LHG-RANIP-21A5,,shopify,10,deny,manual,260.83,652.13,TRUE,TRUE,,,,,FALSE,Rani Pink Embroidery Lehenga Choli — Luxe Embroidery for ...,Shop this Rani Pink lehenga choli. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
rani-pink-color-bids-embroidery-work-designer-lehenga-choli-bl1717,,,,,,,,,Blouse Stitching (+$15),,,,,LUX-LHG-RANIP-21A5-BS,,shopify,10,deny,manual,275.83,667.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
rani-pink-color-bids-embroidery-work-designer-lehenga-choli-bl1717,,,,,,,,,Full Stitching — Lehenga + Blouse (+$25),,,,,LUX-LHG-RANIP-21A5-FS,,shopify,10,deny,manual,285.83,677.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
dusty-sky-blue-color-bids-embroidery-work-designer-lehenga-choli-bl1716,Dusty Sky blue Embroidery Lehenga Choli — Luxe Embroidery for Couture & Gifting,,LuxeMia,,Lehenga Choli,"bridal-lehenga, dusty-sky-blue, free-shipping, indian-ethnic-wear, indian-lehenga, lehenga-choli, luxemia, wedding-lehenga",TRUE,Stitching,Unstitched,,,,,LUX-LHG-DUSTY-AEA1,,shopify,10,deny,manual,260.83,652.13,TRUE,TRUE,,,,,FALSE,Dusty Sky blue Embroidery Lehenga Choli — Luxe Embroidery...,Shop this Dusty Sky Blue lehenga choli. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
dusty-sky-blue-color-bids-embroidery-work-designer-lehenga-choli-bl1716,,,,,,,,,Blouse Stitching (+$15),,,,,LUX-LHG-DUSTY-AEA1-BS,,shopify,10,deny,manual,275.83,667.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
dusty-sky-blue-color-bids-embroidery-work-designer-lehenga-choli-bl1716,,,,,,,,,Full Stitching — Lehenga + Blouse (+$25),,,,,LUX-LHG-DUSTY-AEA1-FS,,shopify,10,deny,manual,285.83,677.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
deep-maroon-color-sequence-embroidery-work-designer-lehenga-choli-bl1714,Deep Maroon Sequence Lehenga Choli — Luxe Sequence for Couture & Gifting,,LuxeMia,,Lehenga Choli,"bridal-lehenga, deep-maroon, free-shipping, indian-ethnic-wear, indian-lehenga, lehenga-choli, luxemia, sequence, wedding-lehenga",TRUE,Stitching,Unstitched,,,,,LUX-LHG-DEEPM-ADDD,,shopify,10,deny,manual,108.65,652.13,TRUE,TRUE,,,,,FALSE,Deep Maroon Sequence Lehenga Choli — Luxe Sequence for Co...,Shop this Deep Maroon lehenga choli. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
deep-maroon-color-sequence-embroidery-work-designer-lehenga-choli-bl1714,,,,,,,,,Blouse Stitching (+$15),,,,,LUX-LHG-DEEPM-ADDD-BS,,shopify,10,deny,manual,123.65,667.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
deep-maroon-color-sequence-embroidery-work-designer-lehenga-choli-bl1714,,,,,,,,,Full Stitching — Lehenga + Blouse (+$25),,,,,LUX-LHG-DEEPM-ADDD-FS,,shopify,10,deny,manual,133.65,677.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
pista-green-color-designer-sequence-embroidery-work-lehenga-choli-bl1713,Pista Green Sequence Lehenga Choli — Luxe Sequence for Couture & Gifting,,LuxeMia,,Lehenga Choli,"bridal-lehenga, free-shipping, green, indian-ethnic-wear, indian-lehenga, lehenga-choli, luxemia, sequence, wedding-lehenga",TRUE,Stitching,Unstitched,,,,,LUX-LHG-PISTA-4BC7,,shopify,10,deny,manual,108.65,478.22,TRUE,TRUE,,,,,FALSE,Pista Green Sequence Lehenga Choli — Luxe Sequence for Co...,Shop this Green lehenga choli. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
pista-green-color-designer-sequence-embroidery-work-lehenga-choli-bl1713,,,,,,,,,Blouse Stitching (+$15),,,,,LUX-LHG-PISTA-4BC7-BS,,shopify,10,deny,manual,123.65,493.22,TRUE,TRUE,,,,,,,,,kg,,,,,,
pista-green-color-designer-sequence-embroidery-work-lehenga-choli-bl1713,,,,,,,,,Full Stitching — Lehenga + Blouse (+$25),,,,,LUX-LHG-PISTA-4BC7-FS,,shopify,10,deny,manual,133.65,503.22,TRUE,TRUE,,,,,,,,,kg,,,,,,
off-white-color-designer-sequence-embroidery-work-lehenga-choli-bl1712,Sequence Lehenga Choli — Luxe Sequence for Couture & Gifting,,LuxeMia,,Lehenga Choli,"bridal-lehenga, free-shipping, indian-ethnic-wear, indian-lehenga, lehenga-choli, luxemia, sequence, wedding-lehenga",TRUE,Stitching,Unstitched,,,,,LUX-LHG-CLR-4DB1,,shopify,10,deny,manual,108.65,478.22,TRUE,TRUE,,,,,FALSE,Sequence Lehenga Choli — Luxe Sequence for Couture & Gifting,Shop this lehenga choli. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
off-white-color-designer-sequence-embroidery-work-lehenga-choli-bl1712,,,,,,,,,Blouse Stitching (+$15),,,,,LUX-LHG-CLR-4DB1-BS,,shopify,10,deny,manual,123.65,493.22,TRUE,TRUE,,,,,,,,,kg,,,,,,
off-white-color-designer-sequence-embroidery-work-lehenga-choli-bl1712,,,,,,,,,Full Stitching — Lehenga + Blouse (+$25),,,,,LUX-LHG-CLR-4DB1-FS,,shopify,10,deny,manual,133.65,503.22,TRUE,TRUE,,,,,,,,,kg,,,,,,
net-cream-eid-wear-embroidery-work-readymade-plazzo-suit,Net Cream Eid Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, net, pakistani-suit, readymade-suit",TRUE,Size,38,Color,Cream,,,LXM-390945-38,,shopify,10,deny,manual,51.11,,TRUE,TRUE,,,,,FALSE,Net Cream Eid Wear Embroidery Work Readymade Palazzo Suit,Shop this Net Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
net-cream-eid-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,40,,Cream,,,LXM-390945-40,,shopify,10,deny,manual,51.11,,TRUE,TRUE,,,,,,,,,kg,,,,,,
net-cream-eid-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,42,,Cream,,,LXM-390945-42,,shopify,10,deny,manual,51.11,,TRUE,TRUE,,,,,,,,,kg,,,,,,
net-cream-eid-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,44,,Cream,,,LXM-390945-44,,shopify,10,deny,manual,51.11,,TRUE,TRUE,,,,,,,,,kg,,,,,,
net-cream-eid-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,46,,Cream,,,LXM-390945-46,,shopify,10,deny,manual,51.11,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,Faux Georgette Aqua Blue Eid Wear Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"blue, eid-wear, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, readymade-suit",TRUE,Size,28,Color,Aqua blue,,,LXM-389486-28,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,FALSE,Faux Georgette Aqua Blue Eid Wear Embroidery Work Pakista...,Shop this Blue Georgette Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,29,,Aqua blue,,,LXM-389486-29,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,30,,Aqua blue,,,LXM-389486-30,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Aqua blue,,,LXM-389486-31,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Aqua blue,,,LXM-389486-32,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Aqua blue,,,LXM-389486-33,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Aqua blue,,,LXM-389486-34,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Aqua blue,,,LXM-389486-35,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Aqua blue,,,LXM-389486-36,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-aqua-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Aqua blue,,,LXM-389486-37,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,Faux Georgette Lavender Eid Wear Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, lavender, luxemia, pakistani-suit, readymade-suit",TRUE,Size,28,Color,Lavender,,,LXM-389485-28,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,FALSE,Faux Georgette Lavender Eid Wear Embroidery Work Pakistan...,Shop this Lavender Georgette Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,29,,Lavender,,,LXM-389485-29,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,30,,Lavender,,,LXM-389485-30,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Lavender,,,LXM-389485-31,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Lavender,,,LXM-389485-32,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Lavender,,,LXM-389485-33,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Lavender,,,LXM-389485-34,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Lavender,,,LXM-389485-35,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Lavender,,,LXM-389485-36,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Lavender,,,LXM-389485-37,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,Faux Georgette Olive Green Eid Wear Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, olive-green, pakistani-suit, readymade-suit",TRUE,Size,28,Color,Olive green,,,LXM-389484-28,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,FALSE,Faux Georgette Olive Green Eid Wear Embroidery Work Pakis...,Shop this Olive Green Georgette Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,29,,Olive green,,,LXM-389484-29,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,30,,Olive green,,,LXM-389484-30,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Olive green,,,LXM-389484-31,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Olive green,,,LXM-389484-32,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Olive green,,,LXM-389484-33,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Olive green,,,LXM-389484-34,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Olive green,,,LXM-389484-35,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Olive green,,,LXM-389484-36,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-olive-green-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Olive green,,,LXM-389484-37,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,Faux Georgette Pink Eid Wear Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, pink, readymade-suit",TRUE,Size,28,Color,Pink,,,LXM-389483-28,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,FALSE,Faux Georgette Pink Eid Wear Embroidery Work Pakistani Suit,Shop this Pink Georgette Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,29,,Pink,,,LXM-389483-29,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,30,,Pink,,,LXM-389483-30,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Pink,,,LXM-389483-31,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Pink,,,LXM-389483-32,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Pink,,,LXM-389483-33,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Pink,,,LXM-389483-34,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Pink,,,LXM-389483-35,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Pink,,,LXM-389483-36,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Pink,,,LXM-389483-37,,shopify,10,deny,manual,39.43,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-yellow-festival-wear-sequin-work-readymade-pakistani-suit,Chinon Silk Yellow Festival Wear Sequin Work Readymade Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"chinon-silk, ethnic-suit, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, readymade-suit, yellow",TRUE,Size,s,Color,Yellow,,,LXM-389442-s,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,FALSE,Chinon Silk Yellow Festival Wear Sequin Work Readymade Pa...,Shop this Yellow Chinon Silk Pakistani suit for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-yellow-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,m,,Yellow,,,LXM-389442-m,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-yellow-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,l,,Yellow,,,LXM-389442-l,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-yellow-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,xl,,Yellow,,,LXM-389442-xl,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-yellow-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,xxl,,Yellow,,,LXM-389442-xxl,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-light-green-festival-wear-sequin-work-readymade-pakistani-suit,Chinon Silk Light Green Festival Wear Sequin Work Readymade Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"chinon-silk, ethnic-suit, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, light-green, luxemia, pakistani-suit, readymade-suit",TRUE,Size,s,Color,Light green,,,LXM-389440-s,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,FALSE,Chinon Silk Light Green Festival Wear Sequin Work Readyma...,Shop this Light Green Chinon Silk Pakistani suit for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-light-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,m,,Light green,,,LXM-389440-m,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-light-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,l,,Light green,,,LXM-389440-l,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-light-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,xl,,Light green,,,LXM-389440-xl,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-light-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,xxl,,Light green,,,LXM-389440-xxl,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-dark-green-festival-wear-sequin-work-readymade-pakistani-suit,Chinon Silk Dark Green Festival Wear Sequin Work Readymade Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"chinon-silk, ethnic-suit, festival-wear, free-shipping, green, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, readymade-suit",TRUE,Size,s,Color,Dark green,,,LXM-389439-s,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,FALSE,Chinon Silk Dark Green Festival Wear Sequin Work Readymad...,Shop this Green Chinon Silk Pakistani suit for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-silk-dark-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,m,,Dark green,,,LXM-389439-m,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-dark-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,l,,Dark green,,,LXM-389439-l,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-dark-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,xl,,Dark green,,,LXM-389439-xl,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-silk-dark-green-festival-wear-sequin-work-readymade-pakistani-suit,,,,,,,,,xxl,,Dark green,,,LXM-389439-xxl,,shopify,10,deny,manual,44.82,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,Jimmy Choo Pink Eid Wear Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, pink, readymade-suit",TRUE,Size,28,Color,Pink,,,LXM-389437-28,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,FALSE,Jimmy Choo Pink Eid Wear Embroidery Work Pakistani Suit,Shop this Pink Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,29,,Pink,,,LXM-389437-29,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,30,,Pink,,,LXM-389437-30,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Pink,,,LXM-389437-31,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Pink,,,LXM-389437-32,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Pink,,,LXM-389437-33,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Pink,,,LXM-389437-34,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Pink,,,LXM-389437-35,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Pink,,,LXM-389437-36,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Pink,,,LXM-389437-37,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,Jimmy Choo Powder Blue Eid Wear Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"blue, eid-wear, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, readymade-suit",TRUE,Size,28,Color,Powder blue,,,LXM-389436-28,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,FALSE,Jimmy Choo Powder Blue Eid Wear Embroidery Work Pakistani...,Shop this Blue Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,29,,Powder blue,,,LXM-389436-29,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,30,,Powder blue,,,LXM-389436-30,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Powder blue,,,LXM-389436-31,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Powder blue,,,LXM-389436-32,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Powder blue,,,LXM-389436-33,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Powder blue,,,LXM-389436-34,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Powder blue,,,LXM-389436-35,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Powder blue,,,LXM-389436-36,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
jimmy-choo-powder-blue-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Powder blue,,,LXM-389436-37,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
