Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost,Included / International,Price / International,Compare At Price / International,Status
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,31,,Mauve pink,,,LXM-388386-31,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,32,,Mauve pink,,,LXM-388386-32,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,33,,Mauve pink,,,LXM-388386-33,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,34,,Mauve pink,,,LXM-388386-34,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,35,,Mauve pink,,,LXM-388386-35,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,36,,Mauve pink,,,LXM-388386-36,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-pink-eid-wear-embroidery-work-pakistani-suit,,,,,,,,,37,,Mauve pink,,,LXM-388386-37,,shopify,10,deny,manual,34.94,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,Faux Georgette Lavender Eid Wear Sequins Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, lavender, luxemia, pakistani-suit, readymade-suit",TRUE,Size,28,Color,Lavender,,,LXM-388311-28,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,FALSE,Faux Georgette Lavender Eid Wear Sequins Embroidery Work ...,Shop this Lavender Georgette Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,29,,Lavender,,,LXM-388311-29,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,30,,Lavender,,,LXM-388311-30,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,31,,Lavender,,,LXM-388311-31,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,32,,Lavender,,,LXM-388311-32,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,33,,Lavender,,,LXM-388311-33,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,34,,Lavender,,,LXM-388311-34,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,35,,Lavender,,,LXM-388311-35,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,36,,Lavender,,,LXM-388311-36,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-lavender-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,37,,Lavender,,,LXM-388311-37,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,Faux Georgette Mauve Eid Wear Sequins Embroidery Work Pakistani Suit,,LuxeMia,,Pakistani Readymade Suit,"eid-wear, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, pakistani-suit, readymade-suit",TRUE,Size,28,Color,Mauve,,,LXM-388310-28,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,FALSE,Faux Georgette Mauve Eid Wear Sequins Embroidery Work Pak...,Shop this Georgette Pakistani suit for eid wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,29,,Mauve,,,LXM-388310-29,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,30,,Mauve,,,LXM-388310-30,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,31,,Mauve,,,LXM-388310-31,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,32,,Mauve,,,LXM-388310-32,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,33,,Mauve,,,LXM-388310-33,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,34,,Mauve,,,LXM-388310-34,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,35,,Mauve,,,LXM-388310-35,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,36,,Mauve,,,LXM-388310-36,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-mauve-eid-wear-sequins-embroidery-work-pakistani-suit,,,,,,,,,37,,Mauve,,,LXM-388310-37,,shopify,10,deny,manual,34.04,,TRUE,TRUE,,,,,,,,,kg,,,,,,
dola-silk-multi-color-party-wear-printed-work-readymade-gown,Dola Silk Multi Color Party Wear Printed Work Readymade Gown,,LuxeMia,,Wedding Suit,"bridal-suit, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, multi-color, party-wear, silk, wedding-suit",TRUE,Size,l,Color,Multi color,,,LXM-390782-l,,shopify,10,deny,manual,76.26,,TRUE,TRUE,,,,,FALSE,Dola Silk Multi Color Party Wear Printed Work Readymade Gown,Shop this Multi Color Silk wedding suit for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
dola-silk-multi-color-party-wear-printed-work-readymade-gown,,,,,,,,,xl,,Multi color,,,LXM-390782-xl,,shopify,10,deny,manual,76.26,,TRUE,TRUE,,,,,,,,,kg,,,,,,
dola-silk-multi-color-party-wear-printed-work-readymade-gown,,,,,,,,,xxl,,Multi color,,,LXM-390782-xxl,,shopify,10,deny,manual,76.26,,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-blue-party-wear-mirror-work-readymade-gharara-suit,Silk Blue Party Wear Mirror Work Readymade Gharara Suit,,LuxeMia,,Wedding Suit,"blue, bridal-suit, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, mirror-work, party-wear, silk, wedding-suit",TRUE,Size,l,Color,Blue,,,LXM-390773-l,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,FALSE,Silk Blue Party Wear Mirror Work Readymade Gharara Suit,Shop this Blue Silk wedding suit for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-blue-party-wear-mirror-work-readymade-gharara-suit,,,,,,,,,xl,,Blue,,,LXM-390773-xl,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-blue-party-wear-mirror-work-readymade-gharara-suit,,,,,,,,,xxl,,Blue,,,LXM-390773-xxl,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-purple-party-wear-mirror-work-readymade-gharara-suit,Silk Purple Party Wear Mirror Work Readymade Gharara Suit,,LuxeMia,,Wedding Suit,"bridal-suit, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, mirror-work, party-wear, purple, silk, wedding-suit",TRUE,Size,l,Color,Purple,,,LXM-390772-l,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,FALSE,Silk Purple Party Wear Mirror Work Readymade Gharara Suit,Shop this Purple Silk wedding suit for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-purple-party-wear-mirror-work-readymade-gharara-suit,,,,,,,,,xl,,Purple,,,LXM-390772-xl,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-purple-party-wear-mirror-work-readymade-gharara-suit,,,,,,,,,xxl,,Purple,,,LXM-390772-xxl,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-beige-party-wear-mirror-work-readymade-gharara-suit,Silk Beige Party Wear Mirror Work Readymade Gharara Suit,,LuxeMia,,Wedding Suit,"beige, bridal-suit, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, mirror-work, party-wear, silk, wedding-suit",TRUE,Size,l,Color,Beige,,,LXM-390771-l,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,FALSE,Silk Beige Party Wear Mirror Work Readymade Gharara Suit,Shop this Beige Silk wedding suit for party wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-beige-party-wear-mirror-work-readymade-gharara-suit,,,,,,,,,xl,,Beige,,,LXM-390771-xl,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-beige-party-wear-mirror-work-readymade-gharara-suit,,,,,,,,,xxl,,Beige,,,LXM-390771-xxl,,shopify,10,deny,manual,89.73,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,Georgette Rust Orange Wedding Wear Zari Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, rust-orange, wedding-suit, wedding-wear",TRUE,Size,28,Color,Rust orange,,,LXM-390675-28,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,FALSE,Georgette Rust Orange Wedding Wear Zari Work Anarkali Suit,Shop this Rust Orange Georgette wedding suit for wedding wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,29,,Rust orange,,,LXM-390675-29,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,30,,Rust orange,,,LXM-390675-30,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,31,,Rust orange,,,LXM-390675-31,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,32,,Rust orange,,,LXM-390675-32,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,33,,Rust orange,,,LXM-390675-33,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,34,,Rust orange,,,LXM-390675-34,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,35,,Rust orange,,,LXM-390675-35,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,36,,Rust orange,,,LXM-390675-36,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-rust-orange-wedding-wear-zari-work-anarkali-suit,,,,,,,,,37,,Rust orange,,,LXM-390675-37,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,Georgette Pastle Teal Wedding Wear Zari Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, teal, wedding-suit, wedding-wear",TRUE,Size,28,Color,Pastle teal,,,LXM-390674-28,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,FALSE,Georgette Pastle Teal Wedding Wear Zari Work Anarkali Suit,Shop this Teal Georgette wedding suit for wedding wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,29,,Pastle teal,,,LXM-390674-29,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,30,,Pastle teal,,,LXM-390674-30,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,31,,Pastle teal,,,LXM-390674-31,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,32,,Pastle teal,,,LXM-390674-32,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,33,,Pastle teal,,,LXM-390674-33,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,34,,Pastle teal,,,LXM-390674-34,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,35,,Pastle teal,,,LXM-390674-35,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,36,,Pastle teal,,,LXM-390674-36,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-teal-wedding-wear-zari-work-anarkali-suit,,,,,,,,,37,,Pastle teal,,,LXM-390674-37,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,Georgette Pastle Purple Wedding Wear Zari Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, purple, wedding-suit, wedding-wear",TRUE,Size,28,Color,Pastle purple,,,LXM-390673-28,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,FALSE,Georgette Pastle Purple Wedding Wear Zari Work Anarkali Suit,Shop this Purple Georgette wedding suit for wedding wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,29,,Pastle purple,,,LXM-390673-29,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,30,,Pastle purple,,,LXM-390673-30,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,31,,Pastle purple,,,LXM-390673-31,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,32,,Pastle purple,,,LXM-390673-32,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,33,,Pastle purple,,,LXM-390673-33,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,34,,Pastle purple,,,LXM-390673-34,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,35,,Pastle purple,,,LXM-390673-35,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,36,,Pastle purple,,,LXM-390673-36,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-purple-wedding-wear-zari-work-anarkali-suit,,,,,,,,,37,,Pastle purple,,,LXM-390673-37,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,Georgette Pastle Pink Wedding Wear Zari Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, pink, wedding-suit, wedding-wear",TRUE,Size,28,Color,Pastle pink,,,LXM-390672-28,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,FALSE,Georgette Pastle Pink Wedding Wear Zari Work Anarkali Suit,Shop this Pink Georgette wedding suit for wedding wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,29,,Pastle pink,,,LXM-390672-29,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,30,,Pastle pink,,,LXM-390672-30,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,31,,Pastle pink,,,LXM-390672-31,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,32,,Pastle pink,,,LXM-390672-32,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,33,,Pastle pink,,,LXM-390672-33,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,34,,Pastle pink,,,LXM-390672-34,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,35,,Pastle pink,,,LXM-390672-35,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,36,,Pastle pink,,,LXM-390672-36,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pastle-pink-wedding-wear-zari-work-anarkali-suit,,,,,,,,,37,,Pastle pink,,,LXM-390672-37,,shopify,10,deny,manual,105.9,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,Faux Georgette Peach Occasional Wear Embroidery Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, peach, wedding-suit",TRUE,Size,28,Color,Peach,,,LXM-390487-28,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,FALSE,Faux Georgette Peach Occasional Wear Embroidery Work Anar...,Shop this Peach Georgette wedding suit for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,29,,Peach,,,LXM-390487-29,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,30,,Peach,,,LXM-390487-30,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,31,,Peach,,,LXM-390487-31,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,32,,Peach,,,LXM-390487-32,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,33,,Peach,,,LXM-390487-33,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,34,,Peach,,,LXM-390487-34,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,35,,Peach,,,LXM-390487-35,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,36,,Peach,,,LXM-390487-36,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-peach-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,37,,Peach,,,LXM-390487-37,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,Faux Georgette Green Occasional Wear Embroidery Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, embroidery-work, ethnic-suit, free-shipping, georgette, green, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, wedding-suit",TRUE,Size,28,Color,Green,,,LXM-390486-28,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,FALSE,Faux Georgette Green Occasional Wear Embroidery Work Anar...,Shop this Green Georgette wedding suit for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,29,,Green,,,LXM-390486-29,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,30,,Green,,,LXM-390486-30,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,31,,Green,,,LXM-390486-31,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,32,,Green,,,LXM-390486-32,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,33,,Green,,,LXM-390486-33,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,34,,Green,,,LXM-390486-34,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,35,,Green,,,LXM-390486-35,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,36,,Green,,,LXM-390486-36,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-green-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,37,,Green,,,LXM-390486-37,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-purple-occasional-wear-embroidery-work-anarkali-suit,Faux Georgette Purple Occasional Wear Embroidery Work Anarkali Suit,,LuxeMia,,Wedding Suit,"bridal-suit, embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, purple, wedding-suit",TRUE,Size,28,Color,Purple,,,LXM-390485-28,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,FALSE,Faux Georgette Purple Occasional Wear Embroidery Work Ana...,Shop this Purple Georgette wedding suit for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
faux-georgette-purple-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,29,,Purple,,,LXM-390485-29,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-purple-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,30,,Purple,,,LXM-390485-30,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-purple-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,31,,Purple,,,LXM-390485-31,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-purple-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,32,,Purple,,,LXM-390485-32,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
faux-georgette-purple-occasional-wear-embroidery-work-anarkali-suit,,,,,,,,,33,,Purple,,,LXM-390485-33,,shopify,10,deny,manual,101.41,,TRUE,TRUE,,,,,,,,,kg,,,,,,
